Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
SPAN,250,Approaches to Literature,"Words have the power to transport us to other worlds and help us understand how we see our own. In this class, students will learn to analyze a broad range of literary texts (short stories, essays, novels, poetry, comics, etc.) of the Spanish-Speaking world, and explore their intersections with broader historical and cultural issues. Instruction in Spanish. Prerequisite: SPAN 228 or consent of instructor.",3,,49890,,
SPAN,252,Introduction to Hispanic Linguistics,"Introduction to Spanish phonology, morphology, syntax, and at least one of the following areas: issues in Spanish semantics and pragmatics, variation in Spanish, Spanish in the U.S., history of Spanish, or acquisition of Spanish. Instruction in Spanish unless otherwise noted. Prerequisite: SPAN 228 or consent of instructor.",3,,49941,,
SPAN,254,Approaches to Culture,"Our world is filled with diverse and often contradictory cultural messages. In this class students will examine how culture shapes values, beliefs, habits and artistic production in Iberian, Latin American and/or Latinx communities. Focusing on issues relevant to the Spanish-speaking world, students will analyze a range of cultural objects and practices, such as film, visual art, social media, food, music and literature. Instruction in Spanish. Prerequisite: SPAN 228 or consent of instructor.",3,,49948,,
SPAN,303,The Sounds of Spanish,"Practical, introductory course to Spanish phonetics, stressing practice in pronunciation. May be offered as intensive eight-week course. Instruction in Spanish unless otherwise noted. Prerequisite: SPAN 228 or consent of instructor.",3,,49951,,
SPAN,305,The Structure of Spanish,"An in-depth investigation of the structure of Spanish, with a secondary focus on syntactic variation, especially structural differences with English. Introduces concepts and techniques essential for syntactic analysis and description. Instruction in Spanish unless otherwise noted. Prerequisite: SPAN 252 or consent of instructor. May be taken concurrently with SPAN 252.",3,,49996,,
SPAN,307,Bilingualism,"Introduction to the fundamental issues in the study of bilingualism as an individual and social phenomenon, with special emphasis on Spanish bilingual communities in the United States, Spain and Latin America. Instruction in Spanish unless otherwise noted. Prerequisite: SPAN 252 or consent of instructor. May be taken concurrently with SPAN 252.",3,,63312,,
SPAN,308,Spanish in the United States,"Descriptive and critical overview of the linguistic practices of the different Spanish-speaking communities in the U.S. The main objective of the course is to develop critical and linguistic awareness about the relationship among language, individual, and society. Special emphasis on historical migration patterns and settlements, characteristics of Spanish in contact with English, and language use and attitude patterns. Same as LLS 308. Prerequisite: SPAN 228 or consent of instructor.",3,,59983,,
SPAN,312,Modern Spanish Literatures &amp; Cultures,"Critical analysis of selected texts and periods representative of Spain's literary production from the 18th century to the present, with special attention paid to broader literary and cultural contexts. Specific sections may emphasize critical topics such as gender, ideology, literary form, nationalisms, race, and sexuality, among others. Instruction in Spanish unless otherwise noted. May be repeated in the same or separate terms to a maximum of 6 hours, if topics vary. Prerequisite: Prerequisite: SPAN 228 or consent of instructor.",3,,66502,,
SPAN,320,Spanish Cultural Studies II,"Critical analysis of selected historical events, artistic production, debates, symbols and values representative of Spanish (Iberian) cultures in the modern and contemporary periods. Particular emphasis on the relationship between cultural practices and national identities, as well as on contextualized analysis of different types of cultural phenomena. Instruction in Spanish unless otherwise noted. May be repeated in the same or separate terms to a maximum of 6 hours, if topics vary. Prerequisite: SPAN 228 or consent of instructor.",3,,54423,,
SPAN,326,Latin America Cultural Studies II,"Panoramic view of Latin American cultures since the end of the colonial period (roughly 1820) to the present. Examination of the major debates, authors and cultural issues that shaped those cultures or that were shaped by them. Specific themes may vary by semester, and may include the following: slavery, colonialism and neocolonialism, revolution, mestizaje, gender, the state, and modernization. Analysis will include diverse cultural phenomena, as well as consideration of cultural perspectives and practices. Instruction in Spanish unless otherwise noted. May be repeated in separate terms to a maximum of 6 hours, if topics vary. Prerequisite: SPAN 228 or consent of instructor.",3,,49961,3.34,
SPAN,395,Advanced Topics in Literature &amp; Cultural Studies,"Selected topics in Spanish, Latin American and/or Latina/o literatures and cultural studies. Specific topics may vary. Instruction in Spanish unless otherwise noted. May be repeated in same or separate terms to a maximum of 6 hours, if topics vary. Prerequisite: Two 300-level courses in Spanish/Latin American literature or cultural studies or consent of instructor.",3,,56823,3.68,
SPAN,528,Sem 20thC Spanish Lit,"Investigation of literary problems presented by the Spanish novel, drama, poetry and/or essay since 1900. Instruction in Spanish unless otherwise noted. 4 graduate hours. No professional credit. Prerequisite: SPAN 465 or equivalent or consent of instructor.",4,,45962,,
SPAN,535,Sem Spanish-American Lit,Special problems in methodology and research; includes other prose fiction. Same as CWL 562. May be repeated to a maximum of 8 hours if topics vary. Prerequisite: A related 400-level course in Spanish American Studies or consent of instructor.,4,,39272,,
SPAN,557,Sem Romance Ling,"Selected topics in comparative Romance linguistics. Same as FR 559, ITAL 559, LING 559, PORT 559, and RMLG 559. May be repeated if topics vary. Prerequisite: SPAN 435 and consent of instructor.",4,,54432,,
SPAN,588,Sem Second Lang Learn,"Treats specific topics in second language learning that are of current research and/or theoretical interest. Topics vary from term to term. Same as EALC 588, FR 588, GER 588, ITAL 588, LING 588, and PORT 588. May be repeated to a maximum of 16 hours if topics vary. Prerequisite: SPAN 580 or equivalent or consent of instructor.",4,,57103,,
SPAN,590,Topics in Hispanic Studies,"Topical studies of Hispanic literature or linguistics beyond the scope of regular offerings at the 400- or 500-level. May be repeated to a maximum of 12 hours if topics vary. Prerequisite: Corresponding introductory course at the 400-level, or consent of instructor.",4,,69404,,
SPED,117,The Culture of Disability,"The purpose of this course is to provide an introduction to the culture of disability across the lifespan. The impact of disabilities on an individual across the lifespan will be explored, and the unique culture that is created by having a disability will be addressed. The historical basis for the disability movement and special education will be addressed, including legislation and litigation that has had a significant impact on the field. Students also will learn about the characteristics of individuals with diverse abilities as well as current trends in educational services.",3,['Humanities - Hist & Phil course'],34495,3.89,[6]
SPED,317,Characteristics &amp; Eligibility,"The purpose of this course is to provide an introduction to issues associated with the identification and characteristics of students with disabilities, eligibility for special education, and placement to meet students' educational needs. Prerequisite: SPED 117 and admission into the teacher education program in special education.",3,,34513,3.97,
SPED,322,Introduction to Intellectual Disability,"Study of the history and current status of the social, emotional, physical, and learning characteristics and problems of persons with an intellectual disability; identification and diagnosis; available services and provisions; and educational programs and lifelong processes of adaptation for these individuals and their families. Same as PSYC 322 and REHB 322. Prerequisite: PSYC 100 or SPED 117; or equivalent.",3,['Social & Beh Sci - Beh Sci course'],34522,3.66,[1]
SPED,391,Thesis,Prerequisite: Senior standing.,2,,10082,,
SPED,424,Foundations of Assessment,Course focuses on the theoretical and practical considerations in the psychological and educational assessment of individuals with disabilities. An emphasis will be placed on understanding the technical and practical aspects of current assessment procedures and their application to the education of children and youth with disabilities. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Department of Special Education or consent of instructor.,3,,34527,,
SPED,426,Collaboration and Teaming,"Course is designed to provide participants with the information needed for effective collaboration and interactive teaming. Participants will learn effective models of collaboration and consultation, team member roles and responsibilities, collaborative practices for participating on teams, and strategies for securing appropriate resources for students with disabilities. Emphasis is placed on skills necessary for working collaboratively with parents, teachers, and other service providers. 3 undergraduate hours. 3 graduate hours. Prerequisite: Requires concurrent enrollment in SPED 524 or EDPR 420, or consent of instructor.",3,,34530,,
SPED,441,Instructional Strategies II,"Course focuses the design of instruction based on diverse student characteristics, student performance data, curriculum goals, and the community context. Emphasis is placed on application of techniques and strategies to facilitate learning and on evaluating assessment information to modify methods, materials, or environments to enhance student success. 4 undergraduate hours. 4 graduate hours. Prerequisite: SPED 440 and concurrent enrollment in SPED 524 or EDPR 250, or consent of instructor.",4,,34535,3.74,
SPED,447,Curriculum Development II,"Course focus is on ensuring access for students with disabilities to the general education curriculum in English language arts, mathematics, science and social studies by considering the interaction among content area knowledge, pedagogical knowledge, and evidence-based practice. Construction of curriculum in academic content areas with a scope and sequence tailored to individual student characteristics in an area of emphasis. 4 undergraduate hours. 4 graduate hours. Prerequisite: SPED 446 and admission to the Department of Special Education, or consent of instructor.",4,,46231,3.82,
SPED,448,Curriculum Development III,"Review and application of curriculum development and adaptation principles and strategies to life skill domain areas. Curriculum areas addressed include domestic/home-living, leisure and recreation, community living, and vocational programs and job preparation. Emphasis on designing instruction to address life skill curriculum needs in inclusive educational programs and on critically evaluating curriculum and program effectiveness. 4 undergraduate hours. 4 graduate hours. Prerequisite: SPED 446 and admission to the Department of Special Education, or consent of instructor.",4,,34545,3.89,
SPED,460,Communication and Physical Disabilities,Focuses upon issues and intervention strategies that can impact the communication skills of persons with moderate or severe intellectual and/or physical disabilities. Specific assessment and intervention strategies are discussed as they relate to both verbal and augmentative communication. 4 undergraduate hours. 4 graduate hours.,4,,59532,,
SPED,471,Learning Environments II,"Course is designed to provide participants with specific information on intervention and evaluation strategies related to designing and managing effective learning environments and to becoming a discriminating consumer of the professional literature related to behavior interventions. 3 undergraduate hours. 3 graduate hours. Prerequisite: SPED 470, and admission to the Department of Special Education, or consent of instructor.",3,,40858,,
SPED,514,Equity Issues in Special Education,"A graduate-level overview of issues in equity and access for students with disabilities. Historical and legal foundations are reviewed, but the course focus is issues related to characteristics of individuals with disabilities, challenges in instructional service delivery, including of students with special needs in the general curriculum, and transition of students with disabilities to independent living. Participants reflect on issues in light of their own experiences. Prerequisite: Acceptance into the Master of Education with an emphasis on Diversity and Equity in Education Program or instructor approval.",4,,70574,,
SPED,526,Collaborative Leaders in Special Education,"Course provides special educators and other professionals with skills and strategies to assume a leader/change agent role in their schools. Participants focus on effective leadership, collaborative practices, and innovative programs in special education that create unique learning environments, ultimately impacting all stakeholders (student with and without disabilities, teachers, families). Course readings, lectures, and activities address how leaders in the field affect change in special education through grant writing, professional development, and the implementation and evaluation of innovative programs and practices. 4 graduate hours. No professional credit. Prerequisite: SPED 426 or equivalent.",4,,34565,,
SPED,566,Leadership in Early Childhood Special Education,"Program issues and research on the efficacy of various program models for young children with special needs from infancy to six; implications for program organization variables such as space, personnel roles, and curriculum Prerequisite: SPED 465 and concurrent enrollment in SPED 524, or consent of instructor.",4,,34656,,
SPED,585,Individual Differences: B to 6,"Examines major developmental themes in young children from birth to six. Emphasizes individual differences resulting from environmental and biological factors that influence development, including those resulting from disabilities. Focuses on integration among multiple domains of development. Prerequisite: Graduate standing or consent of instructor.",4,,55853,,
SPED,593,Concepts and Issues in Special Education II,Seminar in current concepts and issues relating to all children with special needs; introduction to grant proposal writing; and introduction to journal reviewing; requires critical review of key readings and preparation of a literature review of a topic of current research in special education. Prerequisite: SPED 592 or consent of instructor.,4,,34878,,
STAT,100,Statistics,"First course in probability and statistics at a precalculus level; emphasizes basic concepts, including descriptive statistics, elementary probability, estimation, and hypothesis testing in both nonparametric and normal models. Credit is not given for both STAT 100 and any one of the following: ECON 202, PSYC 235, or SOC 485. Prerequisite: MATH 112.",3,['Quantitative Reasoning I course'],37478,3.17,[10]
STAT,107,Data Science Discovery,"Data Science Discovery is the intersection of statistics, computation, and real-world relevance. As a project-driven course, students perform hands-on-analysis of real-world datasets to analyze and discover the impact of the data. Throughout each experience, students reflect on the social issues surrounding data analysis such as privacy and design. Same as CS 107 and IS 107.",4,['Quantitative Reasoning I course'],70317,3.4,[10]
STAT,200,Statistical Analysis,"Survey of statistical concepts, data analysis, designed and observational studies and statistical models. Statistical computing using a statistical package such as R or a spreadsheet. Topics to be covered include data summary and visualization, study design, elementary probability, categorical data, comparative experiments, multiple linear regression, analysis of variance, statistical inferences and model diagnostics. May be taken as a first statistics course for quantitatively oriented students, or as a second course to follow a basic concepts course. Credit is not given for both STAT 200 and STAT 212.",3,['Quantitative Reasoning I course'],67087,3.46,[10]
STAT,207,Data Science Exploration,"Explores the data science pipeline from hypothesis formulation, to data collection and management, to analysis and reporting. Topics include data collection, preprocessing and checking for missing data, data summary and visualization, random sampling and probability models, estimating parameters, uncertainty quantification, hypothesis testing, multiple linear and logistic regression modeling, classification, and machine learning approaches for high dimensional data analysis. Students will learn how to implement the methods using Python programming and Git version control. Prerequisite: STAT 107 or consent of instructor.",4,['Quantitative Reasoning II course'],72076,3.23,[5]
STAT,212,Biostatistics,"Application of statistical reasoning and statistical methodology to biology. Topics include descriptive statistics, graphical methods, experimental design, probability, statistical inference and regression. In addition, techniques of statistical computing are covered. Credit is not given for both STAT 212 and STAT 200.",3,['Quantitative Reasoning I course'],61857,3.355,[10]
STAT,385,Statistics Programming Methods,Statisticians must be savvy in programming methods useful to the wide variety of analysis that they will be expected to perform. This course provides the foundation for writing and packaging statistical algorithms through the creation of functions and object oriented programming. Fundamental programming techniques and considerations will be emphasized. Students will also create dynamic reports that encapsulate their implemented algorithms. Students must have access to a computer on which they can install software. Prerequisite: STAT 200 or STAT 212.,3,,63553,3.55,
STAT,400,Statistics and Probability I,"Introduction to mathematical statistics that develops probability as needed; includes the calculus of probability, random variables, expectation, distribution functions, central limit theorem, point estimation, confidence intervals, and hypothesis testing. Offers a basic one-term introduction to statistics and also prepares students for STAT 410 and STAT 425. Same as MATH 463. 4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 231. Concurrent Enrollment in MATH 241 is required. Not intended for first-time freshmen.",4,,36129,3.3519999999999994,
STAT,408,Actuarial Statistics I,"Examines elementary theory of probability, including independence, conditional probability, and Bayes' theorem; combinations and permutations; random variables, expectations, and probability distributions; joint and conditional distributions; functions of random variables; sampling; central limit theorem. Same as ASRM 401. 4 undergraduate hours. 4 graduate hours. Credit is not given for both STAT 408 and either MATH 461 or STAT 400. Prerequisite: MATH 241 or equivalent.",4,,50228,2.78,
STAT,448,Advanced Data Analysis,"Several of the most widely used techniques of data analysis are discussed with an emphasis on statistical computing. Topics include linear regression, analysis of variance, generalized linear models, and analysis of categorical data. In addition, an introduction to data mining is provided considering classification, model building, decision trees, and cluster analysis. Same as CSE 448. 4 undergraduate hours. 4 graduate hours. Prerequisite: STAT 400 or STAT 409, and credit for or concurrent registration in STAT 410.",4,,48345,3.57,
STAT,510,Mathematical Statistics,"Provides a graduate level foundation in fundamental mathematical statistics topics including order statistics, exponential families, sufficiency, Rao-Blackwell theorem, Cramer-Rao lower bound, point estimation, hypothesis testing and interval estimation, likelihood and Bayesian methods, and large-sample asymptotics. 4 graduate hours. No professional credit. Prerequisite: STAT 410.",4,,57004,3.39,
STAT,525,Computational Statistics,"Various topics, such as ridge regression; robust regression; jackknife, bootstrap, cross-validation and resampling plans; E-M algorithm; projection pursuit; all with a strong computational flavor. Same as CSE 525. 4 graduate hours. No professional credit. Prerequisite: STAT 425, STAT 426, and STAT 510 or 511; or consent of instructor.",4,,48347,,
STAT,528,Advanced Regression Analysis II,"An advanced (graduate-level) introduction to generalized linear models and categorical data analysis with applications to analyzing data from disciplines such as biostatistics, economics, evolutionary biology, and medicine. The course will introduce classical techniques as well as modern methods. A strong emphasis will be placed on statistical properties of presented methods as well as data analysis practice and critical statistical thinking. Practical advantages, limitations, and comparisons of methods will be discussed. 4 graduate hours. No professional credit. Prerequisite: STAT 510 or STAT 511, STAT 527. Restricted to graduate students only.",4,,72335,,
STAT,542,Statistical Learning,"Modern techniques of predictive modeling, classification, and clustering are discussed. Examples of these are linear regression, nonparametric regression, kernel methods, regularization, cluster analysis, classification trees, neural networks, boosting, discrimination, support vector machines, and model selection. Applications are discussed as well as computation and theory. Same as ASRM 551 and CSE 542. 4 graduate hours. No professional credit. Prerequisite: STAT 410 and STAT 425.",4,,61880,3.9,
STAT,554,Probability and Measure II,"Measure extensions, Lebesque-Stieltjes measure, Kolmogorov consistency theorem; conditional expectation, conditional probability, martingales; distribution functions and characteristic functions; convergence in distribution; Central Limit Theorem; Brownian Motion. Credit is not given for both STAT 554 and either MATH 561 or MATH 562.",4,,39279,,
STAT,556,Advanced Time Series Analysis,"This is a graduate-level course on time series analysis, with an emphasis on nonlinear and multivariate time series. Topics include: linear time series, nonlinear time series, continuous-time models, multivariate and high-dimensional models. Students will learn how to build adequate models, perform statistical estimation and inference, conduct prediction, and related topics. Students will also learn some basic mathematical tools (such as Markov chains, martingales, stochastic calculus, concentration inequalities, etc.) for theoretically analyzing large-sample properties of general nonlinear random processes. 4 graduate hours. No professional credit.",4,,72339,,
STAT,575,Large Sample Theory,"Limiting distribution of maximum likelihood estimators, likelihood ratio test statistics, U-statistics, M-, L-, and R-estimators, nonparametric test statistics, Von Mises differentiable statistical functions; asymptotic relative efficiencies; asymptotic expansions. Same as ECON 578. Prerequisite: STAT 511 and either MATH 561 or STAT 554.",4,,56933,,
STAT,578,Topics in Statistics,May be repeated if topics vary. Prerequisite: Consent of instructor.,4,,36204,,
STAT,595,Preparing Future Faculty,"Prepares Ph.D. students who are interested in an academic career to develop a successful academic career path, and to prepare graduate students for their future roles as teachers, and researchers. The course will focus on profession, job search, research, teaching and service. The course will involve guest panels, small and large group presentations and interactive Q&A with student participation.",2,,60251,,
SWAH,202,Elementary Swahili II,"Continuation of elementary Swahili, with introduction of more advanced grammar; emphasizes more fluency in speaking, reading, and writing simple sentences in standard Swahili. Same as AFST 232. Participation in language laboratory required. Prerequisite: SWAH 201.",5,,63320,,
SWAH,404,Intermediate Swahili II,"Continuation of SWAH 403; emphasis on the development of appropriate reading, writing, speaking, and comprehension skills in Standard Swahili, and understanding of East African culture. Same as AFST 434. 4 undergraduate hours. 4 graduate hours. Prerequisite: SWAH 403 or equivalent.",4,,38897,,
SWAH,406,Advanced Swahili II,"Third-year Swahili with emphasis on conversational fluency and on increased facility in reading Swahili texts, including current newspaper prose and (East) African culture materials. Same as AFST 436. 3 undergraduate hours. 3 graduate hours. Prerequisite: SWAH 405 or equivalent.",3,,38902,,
SWAH,408,Topics Swahili Lang &amp; Lit II,"Continuation of SWAH 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. Same as AFST 406. 3 undergraduate hours. 3 graduate hours. Prerequisite: SWAH 407.",3,,45637,,
TAM,210,Introduction to Statics,"Forces, moments, couples; resultants of force systems; equilibrium analysis and free-body diagrams; analysis of forces acting on members of trusses, frames, etc.; shear-force and bending-moment distributions; Coulomb friction; centroids and center of mass; applications of statics in design. Credit is not given for both TAM 210 and TAM 211. Prerequisite: PHYS 211; credit or concurrent registration in either MATH 241 OR MATH 257.",2,,36206,3.37,
TAM,211,Statics,"Forces, moments, and couples; resultants of force systems; equilibrium analysis and free-body diagrams; analysis of forces acting on members of trusses, frames, etc.; shear-force and bending-moment distributions; Coulomb friction; centroids, center of mass, moment of inertia, polar moment of inertia, and product of inertia; virtual work; hydrostatic pressure; applications of statics in design. Credit is not given for both TAM 211 and TAM 210. Prerequisite: PHYS 211; credit or concurrent registration in either MATH 241 OR MATH 257.",3,,36214,2.56,
TAM,212,Introductory Dynamics,Kinematics and dynamics of the three-dimensional motion of particles; kinematics and dynamics of the plane motion of rigid bodies; methods of work energy and impulse momentum; moving reference frames. Prerequisite: TAM 210 or TAM 211.,3,,36229,2.955,
TAM,251,Introductory Solid Mechanics,"Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Prerequisite: TAM 210 or TAM 211.",3,,36242,2.725,
TAM,252,Solid Mechanics Design,Design problems and projects intended to accompany TAM 251. Prerequisite: Credit or concurrent registration in TAM 251.,1,,36251,3.37,
TAM,335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212.",4,,36262,3.035,
TAM,412,Intermediate Dynamics,"Lagrangian mechanics of dynamical systems with an emphasis on vibrations; constraints and generalized coordinates; motion in accelerating frames; conservation laws and invariance of the Lagrangian; particle motion in one dimension, the two-body problem, and central-force motion; free and forced vibration of linearized single-degree-of-freedom and multi-degree-of-freedom discrete systems; weakly nonlinear vibrations; parametric resonance; introduction to Hamiltonian dynamics; rigid-body motions. 4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.",4,,36269,2.6,
TAM,445,Continuum Mechanics,"Tensor algebra and analysis; kinematics of continua; mass, force, stress, and the general balance laws of continuum mechanics; introduction to constitutive equations. 4 undergraduate hours. 4 graduate hours. Prerequisite: TAM 251.",4,,36374,2.99,
TAM,456,Experimental Stress Analysis,"Basic theories for measuring stresses and deformations in load-carrying engineering components; use of optical, electrical, and mechanical instrumentation; laboratory sessions on brittle coatings, electrical resistance strain gages, photoelasticity, and moire interferometry. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251.",3,,36333,,
TAM,500,Seminar,Lectures and discussion on current topics in theoretical and applied mechanics. Approved for S/U grading only.,1,,36380,,
TAM,514,Elastodynamics and Vibrations,"Review of theory of multi-degree-of-freedom systems; problems in the free and forced vibration of continuous linear elastic structures, rods, beams, membranes, plates, and three-dimensional solid and fluid bodies; Lagrangian densities, Sturm-Liouville problems, time and frequency domains, damping, Green's functions, and elastic waves; propagation and modal analysis; modeling of damping in structures; response of complex structures. Same as AE 551. 4 graduate hours. No professional credit. Prerequisite: TAM 412, TAM 542, and TAM 551.",4,,46513,,
TAM,524,Micromechanics of Materials,"Advanced analysis of modern engineering materials with emphasis on relating microstructural phenomena to the mechanics of material behavior: prediction of elastic and thermal properties of materials with heterogeneous microstructure (such as composites), micromechanics of failure and damage, toughening mechanisms, mechanics of phase transformations; current topics in materials research (such as high-temperature response and ferroelasticity). Prerequisite: CEE 300 or ME 330; TAM 551.",4,,45824,,
TAM,532,Viscous Flow,"Dynamics of flow in which viscosity is significant or dominant, and the development and use of theoretical and numerical tools for practitioners of modern fluid mechanics; physics of viscous layers that arise in both high- and low-Reynolds-number flows; dimensional analysis, exact solutions to the Navier-Stokes equations; jets and wakes; microhydrodynamics; fluid stability; turbulence. Prerequisite: MATH 285 and TAM 435.",4,,36387,,
TAM,534,Non-Newtonian Fluid Mechanics &amp; Rheology,"Mechanics of complex fluids exhibiting non-Newtonian behavior including shear-thinning, viscoelasticity, extensional thickening, and thixotropy. Key ideas include rheological property measurement, tensorial constitutive models, flow calculations, and basic structure-property relations. Concepts apply to a diverse range of materials such as polymer solutions and melts, colloidal suspensions, gels, emulsions, foams, pastes, biomaterials, and other soft materials. This interdisciplinary material requires previous intermediate level coursework in at least one of the core areas of fluid mechanics, or solid mechanics, or polymer physics, or colloid physics. 4 graduate hours. No professional credit. Prerequisite: TAM 435 OR TAM 451 OR MSE 450 OR MSE 480.",4,,74458,,
TAM,539,Fluid Mechanics Seminar,"Weekly seminar on current research topics in turbulent and other complex flows: theoretical modeling, numerical analysis, computational techniques, and experimental investigations. Approved for S/U grading only.",1,,36399,,
TAM,542,Mathematical Methods II,"Continuation of TAM 541. Modeling, inequalities, elements of functional analysis; partial differential equations, existence and uniqueness, second-order equations; hyperbolic conservation laws; numerical methods, eigenfunction expansions, integral transforms, and fundamental solutions; engineering applications drawn from mechanics. Prerequisite: TAM 541.",4,,36402,3.71,
TAM,552,Solid Mechanics II,"Continuation of TAM 551. Selected topics in linear elasticity (including St. Venant beam theory and plane problems of elastostatics), plasticity (including yield surfaces, von Mises and Tresca yield criteria, Drucker's stability postulate, J-flow theory, perfect plasticity, limit analysis, and slip-line theory), and fracture mechanics (including linear elastic analysis, fracture criteria for elastic brittle fracture, and elastic-plastic fracture). Prerequisite: TAM 551.",4,,36406,,
TAM,574,Adv Finite Element Methods,"Advanced theory and applications of the finite-element method, as needed for research in computational science and engineering: applications to mechanics of solids and fluids, thermal problems, etc.; variational foundations of the finite-element method, error estimates, and adaptive analysis; finite-element methods for parabolic and hyperbolic problems; mixed finite-element methods; applications to systems of equations. Same as CSE 517. Prerequisite: One of TAM 470, CEE 570, CS 555, ME 471.",4,,38770,,
TE,100,"Introduction to Innovation, Leadership and Engineering Entrepreneurship","Students will learn about innovation, identify key attributes of innovation leadership, and practice innovation leadership personally and professionally. Students will identify opportunities and work in teams to address them, practicing leadership and followership and honing their written and verbal presentation skills. Students also complete a personal plan for continuing to develop their innovation leadership skills. Open to all majors.",1,,67553,3.67,
TE,250,From Idea to Enterprise,"Examines the fundamentals of technology entrepreneurship and addresses critical areas of the entrepreneurial process such as: problem and solution identification; validation of product-market fit; market assessment; team formation; product development; intellectual property; financing a technology-based startup. This class combines lecture, discussion & case studies, and is built around a hands-on group project leveraging the lean startup methodology from the National Science Foundation I-Corps program. The class is intended for all students of all disciplines interested in technology entrepreneurship.",2,,65319,3.88,
TE,333,"Creativity, Innovation, Vision","Personal creativity enhancement via exploration of the nature of creativity, how creativity works, and how to envision what others may not. Practice of techniques and processes to enhance personal and group creativity and to nurture a creative lifestyle. Application to a major term project providing the opportunity to move an idea, product, process or service from vision to reality.",4,,65252,3.52,
TE,360,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in genera; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Prerequisite: For undergraduate students only.",1,,51374,3.615,
TE,390,Innovation and Engineering Design,Frames the engineering design process as a well-structured intellectual discipline that harnesses creative energy for effective innovation and problem solving. Students are expected to learn the tools and processes of engineering design in the context of multiple project proposals resulting in at least one viable project proposal by the end of the semester. Prerequisite: TE 250.,2,,74330,,
TE,450,"Startups: Incorporation, Funding, Contracts, &amp; Intellectual Property","Explores how legal tools may be used in the construction and successful operation of your company to deliver the next great product to market. Topics covered in the class include: issues with business formation, funding, intellectual property, non-disclosure agreements, contracts, and other corporate legal issues particularly impacting startups. 3 undergraduate hours. 3 graduate hours.",3,,65314,3.59,
TE,460,Lectures in Engineering Entrepreneurship,"Fundamental concepts of entrepreneurship and commercialization of new technology in new and existing engineering and high-tech businesses. Guest speaker topics vary, but typically include: evaluation of technologies and business ideas in general; commercializing new technologies; financing through private and public sources; legal issues; product development; marketing; international business issues. 1 undergraduate hour. 1 graduate hour. May be repeated in separate terms to a maximum of 2 hours, if topics vary; instructor approval required. Credit is not given for both TE 360 and TE 460.",1,,54062,3.8,
TE,461,Technology Entrepreneurship,"Critical factors affecting technology-based ventures: opportunity assessment; the entrepreneurial process; founders and team building; preparation of a business plan including market research, marketing and sales, finance, and manufacturing considerations. Students must have an idea for a new venture to participate in the course, and must be prepared to develop this new venture idea as part of the course. 3 undergraduate hours. 3 graduate hours.",3,,48501,,
TE,462,Leading Sustainable Change,"Theories and process of change; systems thinking concerning change consequences; building coalitions and communities to support change; and implementing and managing projects effectively. Processes to plan, implement, manage, and sustain change with an organization through alignment of change strategies with organizational and individual concerns. 3 undergraduate hours. 3 graduate hours. Prerequisite: Restricted to undergrads with senior standing and graduate students.",3,,72328,,
TE,466,High-Tech Venture Marketing,Cornerstone marketing concepts for innovators and engineers to enable analysis of products and technologies from a marketing perspective: engineering product development and adoption life cycle; objectives and strategies; marketing management; communication skills; sales process and tactics; special considerations for new high-tech engineering products and innovations. 2 undergraduate hours. 2 graduate hours. Credit is not given for both TE 466 and BADM 365.,2,,62153,,
TE,510,Advanced Creativity,Exploration of concepts and theories in creativity and innovation with application of techniques and processes in order to enhance creativity skills. Emphasis on personalized learning objectives based on individual fields of study culminating in a major project with the opportunity to move a technical idea from vision to reality. 4 graduate hours. No professional credit.,4,,73538,,
TE,565,Technol Innovation &amp; Strategy,"Concepts and frameworks for analyzing how firms can create, commercialize and capture value from technology-based products and services. Business, commercialization, and management aspects of technology. Emphasis on reasons that existing firms or startups which have successfully commercialized products or services fail to sustain their success as technology changes and evolves. 2 graduate hours. No professional credit.",2,,51372,,
