Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
PORT,199,Undergraduate Open Seminar,Approved for letter and S/U grading. May be repeated.,1 TO 5 hours.,,10205,,
PORT,400,Intensive Beginning Portuguese,"Accelerated language learning course designed for beginners, equivalent to two semesters. Early emphasis on production skills; comprehension-based skills will be introduced in rapid succession. Course designed for speakers and non-speakers of Romance languages. Some focus on those linguistics structures specific to Portuguese which differ significantly from equivalents in other Romance languages. 4 undergraduate hours. 4 graduate hours.",4 hours.,,68543,,
PORT,401,Intensive Intermediate Portuguese,"Continued development of reading, writing and conversational skills. Completion of this course fulfills the third-semester level of Portuguese language instruction. Followed by PORT 402 or PORT 403, this course fulfills the fourth-semester level of Portuguese language instruction. 4 undergraduate hours. 4 graduate hours. Prerequisite: PORT 400 (formerly 201) or consent of instructor.",4 hours.,,68548,,
PORT,402,Advanced Grammar,"The study of the structure of modern Portuguese in both its phonological and syntactic aspects for the student who already has a functional command of the language, with emphasis on developing ability to analyze and interpret grammatical structures. 3 undergraduate hours. 3 graduate hours. Prerequisite: PORT 401 (formerly 202) or consent of instructor.",3 hours.,,68540,,
PORT,404,Studies in Luso-Brazilian Culture,Affords a broad understanding of Luso-Brazilian civilization and culture. May be offered in English (no prerequisites) or Portuguese (see prerequisite statement). See section description for details on the language of instruction each semester. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary. Prerequisite: If taught in Portuguese: PORT 403 (former 320) or equivalent or consent of instructor.,3 OR 4 hours.,,75068,,
PORT,460,Principles of Language Testing,"Same as EIL 460, EPSY 487, FR 460, GER 460, ITAL 460, and SPAN 460. See EIL 460.",3 OR 4 hours.,,32945,,
PORT,489,Theoretical Foundations of SLA,"Same as FR 481, GER 489, ITAL 489, LING 489 and SPAN 489. See LING 489.",3 OR 4 hours.,,32975,,
PORT,559,Sem Romance Ling,"Same as FR 559, ITAL 559, LING 559, RMLG 559, and SPAN 557. See SPAN 557.",4 hours.,,63296,,
PORT,588,Sem Second Lang Learn,"Same as EALC 588, FR 588, GER 588, ITAL 588, LING 588, and SPAN 588. See SPAN 588.",4 hours.,,57108,,
PORT,595,Special Topics Port &amp; Braz Lit,"Independent study/research under the direction of a faculty member. May or may not fulfill requirements for a particular degree program in Spanish, Italian and Portuguese. Consult graduate advisor. May be repeated in same or subsequent terms to a maximum of 8 hours.",1 TO 4 hours.,,10207,,
PORT,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,10210,,
PS,100,Intro to Political Science,Surveys the major concepts and approaches employed in the study of politics. Credit is not given for both PS 100 and PS 200.,3 hours.,['Social & Beh Sci - Soc Sci course'],37946,3.09,[1]
PS,101,Intro to US Gov &amp; Pol,"Examines the organization and development of national, state, and local governments in the U.S.; the federal system; the U.S. Constitutions; civil and political rights; the party system; and the nature, structure, powers, and procedures of national political institutions. This course may require limited participation as a subject in research.",3 hours.,['Social & Beh Sci - Soc Sci course'],37978,,[1]
PS,125,Washington Experience,"An examination of political Washington and policymaking. Through visits to think tanks, nonprofit organizations and agencies we will examine the policymaking world in Washington and get to know different participants in this process, what they do, and how they interact and work to affect policy and express their ideas. This course is a required component of the Illinois in Washington Program. Prerequisite: Acceptance to and enrollment in the Illinois in Washington Program.",3 hours.,,67575,,
PS,199,Undergraduate Open Seminar,May be repeated.,1 to 5 hours.,,43731,3.28,
PS,201,US Racial &amp; Ethnic Politics,"Examines efforts by racial and ethnic communities to organize politically and by society to allocate resources based on race or ethnicity. Topical focus includes African Americans, Latinos, Asian Americans, Native Americans, and white ethnics. The primary goal of the course is to develop a more comprehensive understanding of racial and ethnic politics by identifying commonalities and differences among these groups and their relationship to the state. Same as AAS 201, AFRO 201, and LLS 201.",3 hours.,,38765,3.1533333333333338,
PS,220,Intro to Public Policy,"Surveys the policy process including adoption, implementation, and evaluation. Topics may include reviews of substantive policy issues such as crime, energy, environment, poverty, foreign policy, civil liberties, or economic regulation. Prerequisite: PS 100 or PS 101, or consent of instructor.",3 hours.,,46278,2.99,
PS,224,Politics of the National Parks,"Examines the politics of national parks in the United States, including creation of parks, local support or opposition to parks, and park policy as well as policy questions such as the value of wilderness ecosystem management, endangered species protection, and role of parks in national identity and remembrance of events such as the Civil War, the Indian wars, or the civil rights movement. Same as RST 224. Additional fees may apply. See Class Schedule. May be repeated in separate terms to a maximum of 10 hours.",2 OR 3 hours.,,63721,,
PS,225,Environmental Politics &amp; Policy,"Examinations of the political, economic, ecological, and cultural trade-offs between the use and the preservation of the environment, with particular emphasis on the preservation of land and water resources in national parks, forests, and other reserved lands. Same as RST 225.",3 hours.,['Social & Beh Sci - Soc Sci course'],61932,2.9,[1]
PS,230,Intro to Pol Research,"Surveys the principles that guide empirical research in political science; emphasizes definition of research problems, principles and practices of measurement, use of data as evidence, and data analysis. Prerequisite: PS 100 or PS 101, or consent of instructor.",3 hours.,,49001,3.305,
PS,241,Comp Politics in Dev Nations,"Provides comparative and historical insights into the problems affecting the developing world by examining social, economic and political changes in Africa, Asia, and Latin America.",3 hours.,"['Cultural Studies - Non-West', ' Social & Beh Sci - Soc Sci course']",43667,,"[12, 1]"
PS,270,Intro to Political Theory,"Introduces the nature, structure, and purposes of political theory; examines major works on the problems of political order, obedience, justice, liberty, and representation to distinguish and clarify different theoretical approaches.",3 hours.,['Humanities - Hist & Phil course'],38149,3.14,[7]
PS,273,Environment and Society,"Same as ESE 287, GGIS 287 and NRES 287. See NRES 287.",3 hours.,"['Social & Beh Sci - Soc Sci', ' Cultural Studies - Western course']",52473,,"[1, 12]"
PS,280,Intro to Intl Relations,"Structure and processes of international relations, trends in international politics, and the future of the international system. Credit is not given for both PS 280 and PS 281.",3 hours.,['Social & Beh Sci - Soc Sci course'],39196,2.84,[1]
PS,300,Special Topics,"Selected readings and research in political science. See Class Schedule for current topics. May be repeated to a maximum of 6 hours if topics vary. Prerequisite: Six hours of political science, or consent of instructor.",3 hours.,,54779,,
PS,301,The US Constitution I,"Analyzes issues related to judicial interpretation of the constitution; the separation of governmental powers; federalism; checks and balances among the three branches of the national government; and the jurisdiction of federal courts. Prerequisite: PS 101, six hours of Political Science credit, or consent of instructor.",3 hours.,,38225,,
PS,302,The US Constitution II,"Analyzes issues involved in free speech, freedom of religion, rights of the criminally accused, and government's responsibility to protect persons from discrimination based on race or sexual preference.  Pays special attention to the role of law and judges. Prerequisite: PS 101, six hours of Political Science credit, or consent of instructor.",3 hours.,,61878,3.69,
PS,305,The US Supreme Court,"Examines how the modern Supreme Court resolves major issues in American constitutional politics. Prerequisite: PS 101, six hours of Political Science credit, or consent of instructor; PS 301 or PS 302.",3 hours.,,38229,3.74,
PS,316,Latina/Latino Politics,"Examines the role of Latino electorates in shaping state and national politics. Reviews the histories of Latino national origin groups, examines public policy issues of concern to Latinos, successes and failures of Latino empowerment strategies, and the electoral impact of Latino votes. Focus will be primarily on Mexican Americans, Puerto Ricans, and Cuban Americans and an assessment of the degree to which their political agendas are likely to merge over the coming years. Same as LLS 316. Prerequisite: PS 101, six hours of Political Science credit, or consent of instructor.",3 hours.,,60393,,
PS,320,Public Opinion,"Examines the nature of public opinion in contemporary American politics. Considers the extent to which public opinion is organized by ideology, values, party identification and other group-related identities. Will analyze both the sources and consequences of public opinion and the nature of public support for democracy and democratic institutions. Will investigate the relationship between public opinion and policymaking. Prerequisite: PS 101.",3 hours.,,74447,,
PS,321,Principles of Public Policy,"Examines different approaches to evaluating the performance of public sector organizations, including private sector accountability principles. Focuses on how to improve the performance of governmental agencies, as well as corporate social responsibility. Same as ACCY 321, ACE 321, and BADM 303. Prerequisite: PS 101, six hours of Political Science credit, or consent of instructor.",3 hours.,,39208,,
PS,344,Government and Politics of Japan,"This course will examine a range of topics relevant to understanding the development of Japanese politics in the postwar era. A central theme of the course will be to understand the processes of continuity and change through various lenses, including but not limited to history, culture, and institutions. Same as EALC 344. Prerequisite: PS 240 or PS 241, six hours of Political Science credit, or consent of instructor.",3 hours.,,72252,3.38,
PS,355,Democratization,"Examines the global process of democratization, with special attention to gains and failures in selected areas since 1974. Prerequisite: PS 240 or PS 241, six hours of Political Science credit, or consent of instructor.",3 hours.,,48784,,
PS,357,Ethnic Conflict,"Explores the bases of nationalist and ethnic identities across a variety of different national and cultural contexts, and how these are related to conflict at the intrastate and interstate levels. Consideration is given to the characteristics and patterns of ethnic conflict with special emphasis on how and when ethnic tensions become manifested in violent conflict. The course concludes with consideration and evaluations of various domestic and international approaches to conflict management and resolution. Same as GLBL 357. Prerequisite: PS 240 or PS 241, six hours of Political Science credit, or consent of instructor.",3 hours.,['Advanced Composition course'],46601,,[10]
PS,358,Comparative Political Behavior,"Examines themes of political behavior such as political participation, electoral politics, political culture, and contentious politics from a cross-national perspective. Prerequisite: PS 240, or PS 241, or six hours of Political Science credit.",3 hours.,,51519,,
PS,370,Justice in the Law,"Explores fundamental questions about the ideal of a just society. Introduces students to the close connection between theories of justice and legal reasoning used by courts. Court cases and topics include enforcing sexual morality, protecting free expression, religious liberty, regulating labor markets, guaranteeing the rule of law, ensuring equal opportunities through schools and elections, establishing group rights, and regulating reproductive rights.",3 hours.,,70339,3.49,
PS,376,American Political Theory,"Surveys American political thought from colonial times to the present. Prerequisite: PS 270, six hours of Political Science credit, or consent of instructor.",3 hours.,,38252,,
PS,381,International Relations of East Asia,"Examines the salient issues and dynamics that structure the international relations of East Asia, which includes China, Taiwan, Japan, and the two Koreas. This course examines both theoretical and empirical approaches to understanding the dynamic, yet stable nature of East Asian international relations. The central theme of this course is to examine whether the region is moving towards increasing conflict or cooperation. Prerequisite: PS 240 or PS 241, or at least six hours of Political Science credit, or consent of instructor.",3 hours.,,74446,,
PS,392,Intl Organizations&amp;Regionalism,"Examines regionalism and regional international organizations and their consequences for multilateralisim cooperation, and conflict. Prerequisite: PS 280",3 hours.,,63318,,
PS,398,Strategic Interntl Relations,"Examination of basic concepts and tools for analyzing foreign policy and understanding international politics and economy. Simple game-theoretic models will be used to explore the logic and the mechanisms behind key policy issues in international economy, cooperation, security, and institutions. Prerequisite: PS 280 or PS 281; or six hours of Political Sciences credit; or consent of instructor.",3 hours.,,62312,,
PS,411,Campaigning to Win,Same as CMN 424. See CMN 424.,3 OR 4 hours.,,50854,,
PS,413,"Sex, Power and Politics",Same as GWS 478. See GWS 478.,3 OR 4 hours.,,48818,,
PS,418,Language &amp; Minorities in Europe,"Same as EURO 418, FR 418, GER 418, ITAL 418, LING 418, SLAV 418, and SPAN 418. See FR 418.",3 OR 4 hours.,,50307,,
PS,480,Energy and Security,Same as GLBL 480 and NPRE 480. See NPRE 480.,3 hours.,,57047,,
PS,482,Civil Wars,"Civil war is the most prevalent, deadly form of violence in the international system. What causes these internal conflict to break out, and what can be done to end them? This course examines the causes, conduct, and management of violent internal conflict, focusing on factors such as inequality, ideological extremism, and state weakness, which contribute to conflict risk, and international peacekeeping, mediation, and negotiation, which may facilitate conflict settlement. 3 undergraduate hours. No graduate credit. Prerequisite: PS 100 and one of PS 180, PS 280, or PS 281, or consent of instructor.",3 hours.,,75187,,
PS,490,Individual Study,Special topics not treated in regularly scheduled courses; designed primarily for juniors and seniors. 1 to 4 undergraduate hours. No graduate credit. May be repeated. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of the department head.,1 TO 4 hours.,,10187,,
PS,491,Internship,"Students follow a program of study and research related to an approved internship under the direction of the internship director and/or a faculty sponsor. Consult departmental undergraduate advisor or internship director. 0 to 6 undergraduate hours. No graduate credit. Approved for Letter and S/U grading. May be repeated to a maximum of 12 undergraduate hours. Prerequisite: 45 credit hours completed, one year in residence at an institution of higher learning, minimum 2.5 grade point average, coursework related to the internship, and acceptance to the internship director or undergraduate director and by faculty sponsor. Students enrolled in internship courses may not register for more than 18 hours total for all courses during the semester of the internship course.",0 TO 6 hours.,,10192,,
PS,492,UG Research Assistance,"Assist departmental faculty in on-going research. Topics and nature of assistance vary. Capstone paper required. 0 to 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours. Credit is not given for more than nine hours toward completion of the political science major from any combination of PS 490, PS 491, and/or PS 492. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of the department head.",0 TO 3 hours.,,64574,,
PS,494,Junior Honors Seminar,"Research, reading, and discussion in selected topics and works in literature of political science. A major research project is required in preparation for PS 495. 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours if topics vary. Credit is not given for non-honors courses and honors seminar on the same topic. Prerequisite: Admission to Political Science Honors Program or consent of department.",3 hours.,,58905,,
PS,496,Senior Honors Thesis,2 to 6 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Written consent of instructor of department approval; open only to seniors whose major is political science and who have a general University grade point of 3.0.,2 TO 6 hours.,,10190,,
PS,511,Proseminar Pol Behavior I,"Introduces interdisciplinary approaches to the analysis of political behavior; formation of opinions, interests, roles, and beliefs.",4 hours.,,74647,,
PS,514,Founds of Organizational Behav,"Same as BADM 510, PSYC 553, and SOC 575. See BADM 510.",4 hours.,,52783,,
PS,522,Research Design and Techniques,Provides an overview of research techniques for answering questions of concern in political science; indicates the range of available tools; discusses problems in concept formation; and presents current methods of concept measurement. Prerequisite: PS 521 or consent of instructor.,4 hours.,,38296,,
PS,531,Quant Pol Analysis II,"Second class in inferential statistics, emphasizing the linear model and assumptions behind linear models. Prerequisite: PS 530 or consent of instructor.",4 hours.,,40028,,
PS,534,Modeling Heterogeneity,Same as PSYC 548. See PSYC 548.,4 hours.,,72732,,
PS,549,Topics in Comparative Politics,Selected research topics designed for graduate study in Comparative Politics. May be repeated to a maximum of 12 hours.,4 hours.,,38258,,
PS,582,Intl Political Economy,Comprehensive introduction to major traditions in contemporary thought on the political structure and workings of the global economy. Presumes background knowledge pertaining to the workings of the international economy and its institutions as well as familiarity with the assumptions and approaches of classical I. P. E. thought and International Relations theory. Prerequisite: PS 580.,4 hours.,,38288,,
PS,590,Research in Selected Topics,Research in selected topics by arrangement with the instructor.,2 TO 12 hours.,,10195,,
PS,596,Evaluating New Research,"Accompanies the Politics Workshop, which brings in speakers from outside the department to present their research. The goal is to expose graduate students to the practice of engaging critically with research presentations from all fields of political science. Students will learn ""best practices"" in providing feedback about ongoing research projects. They will have the opportunity to utilize these skills both in class discussions and as discussants for the speakers in the Workshop 2 graduate hours. No professional credit. Approved for S/U grading only. May be repeated for up to 4 graduate hours in separate semesters. Prerequisite: Graduate standing in political science required.",2 hours.,,65843,,
PS,597,Preparing Future Faculty,"Provides graduate students an insight on the responsibilities and expectations of academic faculty. Core responsibilities - research, teaching and service - required of faculty is discussed, along with important resources and strategies to aid students in obtaining a faculty appointment and plotting a successful career path. Approved for S/U grading only. May be repeated in separate terms.",0 hours.,,59512,,
PS,598,Dissertation Design Seminar,Addresses the basic steps involved in the development of a dissertation proposal; aims to facilitate the completion of the dissertation proposal for students who have passed the qualifying examinations. 4 graduate hours. No professional credit. Prerequisite: Successful completion of required qualifying examinations.,4 hours.,,38295,,
PS,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,10199,,
PSM,501,PSM Industry Seminar I,Engagement with students across science disciplines to address current developments in the science professions. Management and leadership challenges in science and issues facing science professionals in the workplace are addressed. Learning occurs through lecture and discussion with industry leaders. Taken in the first semester of the Professional Science Master's (PSM) cohort. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit.,0 TO 1 hours.,,73761,,
PSM,502,PSM Industry Seminar II,"Taken in the second semester of the PSM cohort, builds on the experience of the first semester industry seminar. Learning occurs through guest lectures by and discussions with industry leaders. Project management is explores. Engagement with students across science disciplines to address current developments in the science professions. Practical issues facing science professionals in the workplace are addressed. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit. Prerequisite: PSM 501.",0 TO 1 hours.,,53834,,
PSM,503,PSM Industry Seminar III,"Taken in the final semester of the PSM cohort, focuses on the shared experiences of the summer internship and on career development. Students present and critique, individual and in teams, the value and lessons learned from the internship. Discussions and exercises center on long-term career development and lifelong learning and commitment to science. Approved for letter and S/U grading; S/U grading only if taken for 0 hours credit; letter grade only if taken for 1 hour credit. Prerequisite: PSM 502.",0 TO 1 hours.,,66191,,
PSM,520,Special Topics-Sci &amp; Business,"Special, emerging, or advanced topics in science and business. Topics will vary by offering. May be used to pilot course offerings before adding them to the PSM curriculum. Open to Illinois Professional Science Master's (PSM) students only. Approved for letter and S/U grading. May be repeated in the same term up to 6 hours or separate terms up to 9 hours; this is contingent on program approval and other requirements.",0 TO 3 hours.,,60576,,
PSM,555,PSM Internship,"Practical learning experience in which business knowledge and skills are applied to science problems and opportunities. In consultation with program coordinators, students find internship companies and positions that match their individual career objectives and meet the learning goals of the program. Learning objectives, deliverables, and performance evaluation are determined for each student by the program coordinator. Completed in the summer after the first year of study. Open to Illinois Professional Sciences Master's (PSM) students only. Internationals holding student visas must have prior authorization from International Student and Scholar Services. Approved for letter and S/U grading. May be repeated in separate terms.",0 TO 1 hours.,,62890,,
PSYC,100,Intro Psych,"Study of human behavior with special reference to perception, learning, memory, thinking, emotional life, and individual differences in intelligence, aptitude, and personality; emphasis on the scientific nature of psychological investigations; and discussion of research methods and the relation of their results to daily life and everyday problems. Lectures, discussions, and six hours of participation as a subject in psychological experiments. Credit is not given for both PSYC 100 and either PSYC 103 or PSYC 105.",4 hours.,['Social & Beh Sci - Beh Sci course'],68316,2.911875,[1]
PSYC,144,"Stereotypes, Prejudice &amp; Discrimination","Course in Inequality & Cultural Understanding provides an interdisciplinary introduction to questions related to societal inequality. Each section emphasizes experiential learning through, for example, field trips or hands-on, community-based research projects. Prerequisite: This course is intended for first and second year students.",3 hours.,"['Social & Beh Sci - Beh Sci', ' Cultural Studies - US Minority', ' Camp Honors/Chanc Schol course']",70435,3.91,"[1, 12, 5]"
PSYC,201,Intro to Social Psych,"Systematic study of social factors in individual and group behavior; attention to social perception, motivation, and learning; attitudes, norms, and social influence processes; the development and dynamics of groups; and the effects of social and cultural factors on the individual. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,['Social & Beh Sci - Beh Sci course'],37034,2.833333333333333,[1]
PSYC,210,Behavioral Neuroscience,"Survey of current knowledge and speculation regarding the brain's role in perception, motivation, sexual behavior, thinking, memory, and learning, based upon human clinical data and research in animal models. Prerequisite: PSYC 100, PSYC 103, or consent of instructor.",3 hours.,,37042,2.63,
PSYC,216,Child Psych,Study of the psychological development of the child. Credit is not given for both PSYC 216 and EPSY 236. Prerequisite: PSYC 100 or PSYC 103.,3 hours.,,37050,3.16,
PSYC,224,Cognitive Psych,"Introduction to the psychological study of human information processing and memory; acquisition, retrieval, and forgetting; and general knowledge, concepts, reasoning, and related issues in cognition. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,,37061,3.37,
PSYC,225,"Language, Mind, and Brain",Same as LING 225. See LING 225.,3 hours.,['Social & Beh Sci - Beh Sci course'],73526,,[1]
PSYC,230,Perception &amp; Sensory Processes,Survey of the experimental psychology of sensory and perceptual processes and behavior; emphasis on the contribution of behavior science to understanding subjective experience of the physical and social environment.,3 hours.,['Social & Beh Sci - Beh Sci course'],37062,3.29,[1]
PSYC,235,Intro to Statistics,"Development of skill and understanding in the application of statistical methods to problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. Credit is not given for both PSYC 235 and any of STAT 100, ECON 202, EPSY 480, PSYC 301, SOC 485. Prerequisite: PSYC 100 or PSYC 103; college algebra or equivalent; or consent of academic advisor.",3 hours.,['Quantitative Reasoning I course'],37116,3.085,[14]
PSYC,238,Psychopathology and Problems in Living,"Conceptions and facts about disordered behavior, including psychoses, neuroses, and other patterns of psychological disturbance. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,,37215,2.9825,
PSYC,239,Community Psych,"Redefines human and social problems and the implications for social programs and policies; reviews the historical antecedents, conceptual models, strategies and tactics of social and community programs; and employs examples from selected social systems (e.g., criminal justice, education, employment, and mental health). Prerequisite: PSYC 100 or PSYC 103.",3 hours.,['Social & Beh Sci - Soc Sci course'],37221,3.83,[1]
PSYC,245,Industrial Org Psych,Systematic study of the application of psychological methods and principles in business and industry; emphasis on personnel selection and factors influencing efficiency. Prerequisite: PSYC 100 or PSYC 103; credit or concurrent registration in a statistics course.,3 hours.,,37222,3.62,
PSYC,248,Learning and Memory,Survey of basic phenomena in learning and memory emphasizing experimental data from animal and human research. Prerequisite: PSYC 100 or PSYC 103.,3 hours.,,39799,3.9,
PSYC,250,Psych of Personality,"Study of personality from various points of view: biological, experimental, social, and humanistic; surveys theory and empirical research in the study of personality. Prerequisite: PSYC 100 or PSYC 103.",3 hours.,,37224,3.48,
PSYC,290,Research Experience in Psych,"Supervised participation in research and scholarly activities, usually as an assistant to an investigator. Approved for S/U grading only. May be repeated to a maximum of 9 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",1 TO 4 hours.,,38773,,
PSYC,296,Introduction to Current Topics in Psychology,"Introductory treatment of current topics in the field of psychology. May be repeated up to 6 hours in the same semester, to a total of 9 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor.",0 TO 3 hours.,,46518,,
PSYC,301,Psychological Statistics,"Development of skill and understanding of statistical methods for problems in psychological research; topics include descriptive statistics, probability theory and distributions, point and interval estimation, and hypothesis testing. The class also involves a computer laboratory. Strongly recommended to students who plan to pursue graduate studies in Psychology. Credit is not given for both PSYC 301 and any of STAT 100, ECON 202, EPSY 480, PSYC 235, SOC 485.",5 hours.,['Quantitative Reasoning I course'],39643,,[14]
PSYC,302,Applied Neuroscience,"Examines topics in neuroscience highly relevant to our daily lives, especially as it pertains to mental health. Topics include neurobiology related to anxiety, depression, addiction, exercise, learning, memory, and personality characteristics. Special attention will be paid to race, sex, and socioeconomic differences and their influence on both genetic risk and environmental stress. The class will emphasize critical thinking and conceptualization and will frequently include open discussions. Same as NEUR 302. Prerequisite: PSYC 100 or equivalent.",3 hours.,,67332,3.32,
PSYC,311,Behavioral Neuroscience Lab,"Introduction to the research techniques used in behavioral neuroscience: includes behavioral analysis of drug effects, anatomy of the brain, hormones and behavior, neural circuits and related topics. Students will have direct experience working with laboratory rats to understand their importance in the advancement of our knowledge about how the brain functions. Prerequisite: Credit or concurrent registration in PSYC 210, or consent of instructor.",4 hours.,,38735,,
PSYC,318,Psych of the Infant,"Early infant behavior, emphasizing critical evaluation of the various research techniques; prenatal and perinatal influences, ontogeny of psychological processes, environmental determinants, and infant assessment. Prerequisite: PSYC 216.",3 hours.,,43429,3.48,
PSYC,320,The Teenage Years,"An introduction to development during the teenage years (12-18). The course will cover research on biological, cognitive, social, and emotional development. Topics will include pubertal development and its social consequences, changing relationships with parents, identity development, the increasingly important role of peers, school adjustment, the emergence of psychopathologies, and high risk behaviors such as substance use. The course will focus on normative development in the U.S., but it will also cover cross-cultural development. Prerequisite: PSYC 100 and PSYC 216.",3 hours.,,60362,,
PSYC,322,Introduction to Intellectual Disability,Same as REHB 322 and SPED 322. See SPED 322.,3 hours.,['Social & Beh Sci - Beh Sci course'],34523,,[1]
PSYC,328,Psychology of Gender,"Discusses the similarities and differences between males and females across the lifespan, looking at possible biological and social explanations. Some of the topics covered include how children learn gender roles, similarities and differences across cognitive and social abilities, mental and physical health, and gender in different settings, including at work, at school, and at home. The course will also focus on agents of socialization, including the media, peers, and family. Prerequisite: PSYC 100 or equivalent.",3 hours.,,65367,,
PSYC,329,Animal Behavior,"Same as ANSC 366, ANTH 342, and IB 329. See IB 329.",3 hours.,,69656,,
PSYC,331,Cognitive Psych Lab,"Examination of the methods used to study human thought processes, including attention, memory, decision-making, language and concepts. Students will learn to design, carry out, and report research in cognitive psychology. Prerequisite: PSYC 224 or PSYC 248; PSYC 235.",4 hours.,,39639,3.73,
PSYC,333,Social Psych in Society Lab,Methods and techniques of social psychological research in natural settings. Students formulate and carry out research problems using procedures appropriate for research in natural settings. Prerequisite: PSYC 201; PSYC 235 or SOC 280.,4 hours.,,37302,,
PSYC,336,Topics in Clin/Comm Psych,"Survey and critical review of subdisciplines in clinical/community psychology; concepts, methods, and assessments, intervention strategies and tactics. Subdisciplines addressed will vary. See Class Schedule for current titles. May be repeated with approval to a maximum of 6 undergraduate hours in same term, or to a maximum of 9 undergraduate hours in subsequent terms. Prerequisite: PSYC 238 or PSYC 239 or both depending on topic.",3 hours.,,70314,3.56,
PSYC,339,Restorative Justice: Principles and Methods,"Pulling from a variety of applied disciplines and areas of scholarship, this course provides an overview of the contemporary restorative justice movement and critically examines restorative justice principles and methods. Starting with the problems and limitations associated with mainstream (punitive) responses to crime and rule violations, we examine how restorative justice presents an alternative set of philosophical principles of justice and seek to understand the costs and benefits associated with the different methods developed to apply that philosophy.",3 hours.,,74908,,
PSYC,341,Advanced Community Projects,Advanced discussion and practicum on principles of psychology which may supplement mental health and other human services in a community. Students serve as nonprofessional mental health workers in supervised experiences in school hospitals and other nontraditional settings. May be repeated in the same or subsequent terms to a maximum of 8 undergraduate hours. Prerequisite: PSYC 340 and consent of instructor.,4 hours.,,37338,,
PSYC,355,The Attentive Mind,"In this class, we will study basic mechanisms of attention, how researchers investigate attention, and how these basic concepts are used in design, legal, and engineering applications. We will also cover a wide range of attention-related topics, including multi-tasking, mind-wandering, mindfulness, neuropsychological disorders of attention (such as spatial neglect), and ADHD. This is an active learning course involving weekly group activities and discussions.",3 hours.,,74668,,
PSYC,358,Human Factors,Same as IE 340. See IE 340.,4 hours.,,37225,,
PSYC,363,Developmental Child Psych Lab,"Provides students with a background in developmental research methodology, such as observational techniques used with children. Students will gain experience collecting data and learn how to write research papers. Prerequisite: PSYC 216 and PSYC 235, or equivalent.",4 hours.,,37406,3.46,
PSYC,379,Clinical/Abnormal Psych Lab,"Introduction to research methods used in clinical psychology covering research concerned with psychopathology. Students will learn concepts and key terms; read and discuss research reports; and obtain first-hand experience designing, carrying out, and reporting on their own research. Students in the class will be the participants for all student-developed research. Prerequisite: PSYC 238.",4 hours.,,54500,3.08,
PSYC,383,Adv Prac in Mental Hlth I,Supervised practicum experiences in a community agency.,4 hours.,,37437,,
PSYC,385,Adv Prac in Mental Hlth II,Supervised practicum experiences in a community agency.,4 hours.,,37445,,
PSYC,396,Intermediate Current Topics in Psychology,"Intermediate treatment of current topics in the field of psychology. May be repeated to a maximum of 6 hours in a semester, to a maximum of 12 hours in subsequent semesters. Prerequisite: PSYC 100 or consent of instructor; particular sections may have additional 200-level prerequisites.",0 TO 3 hours.,,51874,3.53,
PSYC,398,Junior Honors Seminar,Seminar on experimental methods and contemporary psychological research. Prerequisite: Junior standing and admission to departmental honors program.,3 hours.,,37238,,
PSYC,402,Intro Clin Neuropsych,"Fundamental concepts of clinical neuropsychology will be introduced, and students will learn the neuropsychological measures that are typically employed in assessment. The course will take a developmental perspective, and readings will address assessment issues in children and adolescents as well as adults. The course will be conducted as a lecture/seminar, with a focus on class participation. Actual testing data will be distributed to the class, and discussion will focus on interpretation and case conceptualization. Students will also be required to learn about and administer tests. 4 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 and PSYC 238 or consent of instructor.",4 hours.,,54723,3.44,
PSYC,404,Cognitive Neuroscience,"Examination of research concerned with identifying and characterizing the cognitive systems supporting such capacities as memory, attention, and visual processing, and with understanding how such cognitive activities arise from the functioning of specific brain modules and brain mechanisms. Same as NEUR 405. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210 and/or PSYC 224, or consent of instructor.",3 OR 4 hours.,,40312,,
